X,Y,OBJECTID,ID,Status,MeterID,DualID,Jurisdiction,Block,Street,XStreetA,XStreetB,LocationDescription,Notes,Comments,Installed,Retired,Handicap,LinearFeet,Hours,Manufacturer,Models,MetroAreas,MeterType,NFC,Side,Rate,TourBus,TimeRestriction,AddressNumber,City,County,EstimatedOCI,LocatorAddressNumber,LocatorCity,LocatorStreet,StateValue,Replaced,TotalCost,EntryDate,cgLastModified,GeoSyncDate,Latitude,Longitude,cgGeoSyncDate,BlockFaceID,PerformanceParking,CellZone,Spaces,PricingZone,PricingSubzone,Par1MainGeneralOID
11886162.1464118,7004359.33001597,3608,3085,Active,WA2124S,WA2122S,Arlington County,2100,WASHINGTON BLVD,S WALTER REED DR,ARLINGTON BLVD,54623 - WA2124S,SAT TO FRI,INSTALLED IPS 4/4/18,1970/01/02 00:00:00+00,,No,20,2,IPS,M5,Sequoia,Double,Yes,South,0.75,No,MON - SAT 8AM - 8PM,,,,98.12,,,,,2021/02/05 00:00:00+00,0,2019/05/09 11:43:42+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.87373739,-77.08355327,,,No,54623,1,,,2061448889
11880341.6442733,7007320.17744073,3609,890,Active,9H3700N,,Arlington County,3700,9th ST N,N NELSON ST,N OAKLAND ST,54774 - 9H3700N,"FORMERLY 93700N, ZONE EDIT 54212 9/14/2020",INSTALLED 6/12/19,1970/01/02 00:00:00+00,,Yes,20,4,IPS,M5,Virginia Square,Single,Yes,South,1.75,No,MON - SAT 8AM - 8PM,,,,77.08,,,,,2020/02/11 00:00:00+00,0,2019/05/09 11:42:48+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.88211096,-77.10383713,,N9TNEOAS,Yes,54774,1,Zone 132,B,2061457095
11893853.7675115,7000551.12700248,3610,1814,Permanently Removed,FEH1133S,,Arlington County,1000,S FERN ST,ARMY NAVY DR,12th ST S,,CONVERTED TO IPS HANDICAP/ DATE UNKNOWN,"CONVERTED TO MULTI-SPACE 7/23/19, INSTALL DATE- UNKNOWN",2016/12/06 00:00:00+00,,Yes,20,12,IPS,,Pentagon City,Single,,East,1.50,No,MON - FRI 8AM - 8PM,,,,21.48,,,,,2016/12/06 00:00:00+00,0,2019/05/09 11:43:10+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.86295338,-77.05675024,,SFEAR12E,No,54348,1,,,2061624119
11893837.3636729,7001004.95680347,3611,1749,Active,FE1003S,FE1001S,Arlington County,1000,S FERN ST,ARMY NAVY DR,12th ST S,54350 - FE1003S,,INSTALLED 3/27/18,1970/01/02 00:00:00+00,,No,20,2,IPS,M5,Pentagon City,Double,No,East,1.75,No,MON - SAT 8AM - 8PM,,,,82.67,,,,,2019/12/06 00:00:00+00,0,2019/05/09 11:43:09+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.86420004,-77.05678279,,SFEAR12E,Yes,54350,1,Zone 146,A,2063408339
11879176.0442423,7007621.31004056,3612,3443,Permanently Removed,QU1010N,QU1012N,Arlington County,1000,N QUINCY ST,FAIRFAX DR,11th ST N,,,"CONVERTED TO MULTISPACE 10/17/19, INSTALLED IPS 2/9/18, INSTALLED-UNKNOWN",2018/02/09 00:00:00+00,,No,20,2,IPS-M5,,Ballston,Double,,West,1.75,No,MON - SAT 8AM - 8PM,,,,,,,,,2018/02/09 00:00:00+00,0,2019/05/09 11:43:51+00,2023/03/29 21:04:42+00,2024/10/13 02:10:31+00,38.8829863,-77.10791524,,,No,54110,1,,,2064882085
11883158.0638373,7008568.83439222,3613,1936,Permanently Removed,GA1000N,,Arlington County,1000,N GARFIELD ST,WASHINGTON BLVD,11th ST N,,,,1970/01/02 00:00:00+00,2021/10/19 00:00:00+00,No,20,,MacKay,,Clarendon,Single,,West,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:13+00,2024/09/23 10:18:08+00,2024/10/13 02:10:31+00,38.88542102,-77.09387734,,,No,28102,1,,,2065433891
11863574.1154725,7008727.60999331,3614,3213,Permanently Removed,WES2001N,WES2003N,Arlington County,2000,N WESTMORELAND ST,LANGSTON BLVD,19th RD N,,2 TO 1,PERM REMOVED 10/15/2016 - Cale Conversion,2016/10/15 00:00:00+00,1970/01/02 00:00:00+00,No,20,,Duncan,,East Falls Church,Double,,North,,No,,,,,,,,,,2016/10/15 00:00:00+00,0,2019/05/09 11:43:45+00,2024/09/23 10:19:14+00,2024/10/13 02:10:31+00,38.88666037,-77.16266129,,NWELA19N,No,54598,1,,,2065663111
11894549.3294405,6994338.85989948,3615,768,Permanently Removed,31501S,,Arlington County,500,31st ST S,S EADS ST,S FERN ST,,,10/28/17 CONVERTED TO CALE,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,MacKay,,Crystal City,Single,,North,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:44+00,2024/09/23 10:19:14+00,2024/10/13 02:10:31+00,38.84586808,-77.05465125,,S31EAFEN,No,54034,1,,,2066189710
11895680.8586736,6999452.66955373,3616,3732,Active,150200S,,Arlington County,200,15th ST S,S BELL ST,CRYSTAL DR,54876 - 150200S,Performance Parking No,INSTALLED 4/3/21,2021/04/03 00:00:00+00,,No,125,2,CALE,CWT-S4-Touch Stealth,Crystal City,Multi,No,South,1.75,No,MON - SAT 8AM - 8PM,,,,97.6,230 298,,15th ST S,,,5.5,2021/03/24 15:22:18+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.85985862,-77.05039531,,S15BECRS,No,54876,6.25,Zone 153,A,2066289480
11895120.0192441,6998543.08803956,3617,493,Permanently Removed,18416S,,Arlington County,400,18th ST S,S EADS ST,S BELL ST,,REMOVED CONSTRUCTION 7/17/15,,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,POM,,Crystal City,Single,,South,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:37+00,2024/09/23 10:19:14+00,2024/10/13 02:10:31+00,38.85738575,-77.05241498,,S18BEEAS,No,54092,1,,,2066539811
11882945.3273861,7008511.18194848,3618,2111,Active,HI1011N,HI1009N,Arlington County,1000,N HIGHLAND ST,WASHINGTON BLVD,10th ST N,54250 - HI1011N,,"INSTALLED IPS 3/29/18, INSTALL DATE- UNKNOWN",1970/01/02 00:00:00+00,,No,20,1,IPS,M5,Clarendon,Double,Yes,East,1.75,No,MON - SAT 8AM - 8PM,,,,94.01,,,,,2020/04/14 00:00:00+00,0,2019/05/09 11:43:18+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.88527169,-77.09462771,,NHIWA10E,Yes,54250,1,Zone 125,A,2066656878
11885255.042583,7000406.19618997,3619,3385,Permanently Removed,WR927S,,Arlington County,900,S WALTER REED DR,COLUMBIA PIKE,9th ST S,,,PERM REMOVAL CALE CONVERSION 11/16/2016,1970/01/02 00:00:00+00,2016/11/16 00:00:00+00,No,20,,POM,,Columbia Pike,Single,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:49+00,2024/09/23 10:18:08+00,2024/10/13 02:10:31+00,38.86292276,-77.08695279,,,No,54575,1,,,2066691109
11892943.7850795,6999429.50949506,3620,559,Permanently Removed,209S,,Arlington County,1500,S HAYES ST,15th ST S,S HAYES ST,,Virginia Highlands Park Lot,Perm Removed 06/18/2016,1970/01/02 00:00:00+00,2016/06/18 00:00:00+00,No,20,,Duncan,,Pentagon City,Single,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:39+00,2024/09/23 10:18:08+00,2024/10/13 02:10:31+00,38.85991331,-77.06000745,,VHP,No,54362,1,,,2066962244
11885702.8930652,7010417.62203322,3621,1995,Active,H315N,,Arlington County,2100,N COURTHOUSE RD,14th ST N,15th ST N,54468 - H315N,COURTHOUSE PARKING LOT,INSTALLED 6/21/16,2016/06/21 00:00:00+00,,Yes,20,12,IPS,M5,Courthouse,Single,Yes,West,1.50,No,MON - FRI 8AM - 8PM,,,,99.66,,,,,2020/12/09 00:00:00+00,0,2019/05/09 11:43:14+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.89038934,-77.08483818,,BOZL,Yes,54468,1,Zone 114,L,2067159674
11885328.6805591,7011132.84698072,3622,2824,Active,VE01600N,,Arlington County,1600,N VEITCH ST,WILSON BLVD,KEY BLVD,54405 - VE01600N,FORMERLY  VE01500N 6/3/2020,INSTALLED 6/21/09,2009/06/21 00:00:00+00,,No,155,4,CALE,CWT-S4-Touch Stealth,Courthouse,Multi,No,West,1.75,No,MON - SAT 8AM - 8PM,,,,99.32,,,,,2020/06/03 00:00:00+00,3.25,2019/05/09 11:43:36+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.89236875,-77.08611404,,NVEWIKEW,Yes,54405,7,Zone 115,B,2069182369
11880889.4430465,7007632.78869215,3623,2330,Active,LI801N,,Arlington County,800,N LINCOLN ST,WILSON BLVD,9th ST N,54692 - LI801N,,INSTALLED IPS 1/5/17,2017/01/05 00:00:00+00,,No,20,2,IPS,M5,Virginia Square,Single,Yes,East,1.75,No,MON - SAT 8AM - 8PM,,,,99.69,,,,,2020/02/24 00:00:00+00,0,2019/05/09 11:43:24+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.88294632,-77.10189627,,NLIWI9TE,Yes,54692,1,Zone 130,B,2069291590
11889901.1786319,7012883.49931931,3624,426,Permanently Removed,191110N,,Arlington County,1100,19th ST N,N LYNN ST,N KENT ST,,"6/13/18 CONVERTED TO TOUR BUS DROP OFF/PICK UP AREA; 9/26/17 REMOVED INCORRECT ZONE# (54520): 9/5/17 RATE CHANGED FROM $1.25 TO $1.50; CONVERTED TO 4HR IPS FOR VENDING ZONE",,2015/08/14 00:00:00+00,1970/01/02 00:00:00+00,No,20,,IPS,,Rosslyn,Single,,South,,No,,,,,8.88,,,,,2015/08/14 00:00:00+00,0,2019/05/09 11:42:35+00,2024/09/23 10:27:59+00,2024/10/13 02:10:31+00,38.89698053,-77.06995521,,,No,54724,1,,,2070278479
11886169.4200193,6994803.49610931,3625,2950,Permanently Removed,SH02400S,,Arlington County,2400,SHIRLINGTON RD,S KENMORE ST,25th ST S,54836 - SH02400S,FORMERLY ZONE # 54661 4HR 10/9/19,INSTALLED 7/01/16,2016/07/01 00:00:00+00,2024/08/02 00:00:00+00,No,20,2,CALE,CWT-S4-Touch Stealth,Green Valley,Multi,No,West,1.75,No,MON - SAT 8AM - 8PM,,,,93.86,,,,,2021/11/05 00:00:00+00,1,2019/05/09 11:43:39+00,2024/08/05 07:16:43+00,2024/10/13 02:10:31+00,38.84750226,-77.0840454,,,No,54836,1,,,2070949982
11879728.8354596,7010049.62572198,3626,3812,Permanently Removed,xQuincyWarehouseMeter,,Arlington County,,N QUINCY ST,,,,Meter for tracking coin canisters.,,,,,,,,,,Storage,,,,,,1435,,,,1435,,N QUINCY ST,,,0,2023/09/25 11:34:40+00,2023/12/27 14:35:26+00,2024/10/13 02:10:31+00,38.88963001,-77.105844,,,,,,,,2071483487
11881440.0075621,7007645.44680332,3627,3430,Permanently Removed,KE807N,KE805N,Arlington County,800,N KENMORE ST,WILSON BLVD,6th ST N,54230 - KE807N,CONVERTED TO IPS 7/15/17,,2017/07/15 00:00:00+00,,No,20,12,IPS,M5,Virginia Square,Double,Yes,East,1.50,No,MON - FRI 8AM - 8PM,,,,65.53,,,,,2021/05/04 00:00:00+00,0,2019/05/09 11:43:50+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.88295804,-77.09996172,,NKEWI6TE,Yes,54230,1,Zone 8,B,2071745753
11882414.3770045,7009667.08547656,3628,188,Permanently Removed,133108N,133106N,Arlington County,3100,13th ST N,N HERNDON ST,N HARTFORD ST,,PERM REMOVED 12/12/15,,1970/01/02 00:00:00+00,2015/12/12 00:00:00+00,No,20,,POM,,Clarendon,Double,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:28+00,2024/09/23 10:18:08+00,2024/10/13 02:10:31+00,38.88846742,-77.09643066,,N13HEHAE,No,54321,1,,,2071926359
11890043.9250655,7012825.51124631,3629,2271,Active,KT01801N,,Arlington County,1800,N KENT ST,19th ST N,WILSON BLVD,54562 - KT01801N,,INSTALLED ON 07/09/2016,2016/07/09 00:00:00+00,,No,77,2,CALE,CWT,Rosslyn,Multi,No,East,1.75,No,"MON-FRI 8AM-3PM & 7PM-8PM, SAT 8AM–8PM",,,,39.96,,,,,2016/07/09 00:00:00+00,3.25,2019/05/09 11:43:23+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.89681522,-77.06945689,,NKE19WIE,Yes,54562,3.8499999,Zone 101,A,2073618795
11884455.6580269,7010351.33640464,3630,3258,Active,WI02501N,,Arlington County,2500,WILSON BLVD,N DANVILLE ST,N BARTON ST,54450 - WI02501N,,INSTALLED 5/7/11,2011/05/07 00:00:00+00,,No,79,2,CALE,CWT-S4-Touch Stealth,Courthouse,Multi,No,North,1.75,No,MON - SAT 8AM - 8PM,,,,94.39,,,,,2021/09/14 00:00:00+00,199.5,2019/05/09 11:43:46+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.89026006,-77.08922314,,NWIDABAN,Yes,54450,4,Zone 120,B,2074259405
11882675.3912462,7008785.31132148,3631,3148,Permanently Removed,WA3109N,,Arlington County,3100,WASHINGTON BLVD,CLARENDON BLVD,N HIGHLAND ST,,,,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,MacKay,,Clarendon,Single,,North,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:43+00,2024/09/23 10:19:14+00,2024/10/13 02:10:31+00,38.88603563,-77.09556116,,NWACLHIN,No,54289,1,,,2074320457
11892977.0911152,6999344.19175231,3632,2037,Permanently Removed,HA1520S,,Arlington County,1500,S HAYES ST,18th ST S,15th ST S,,,PERM REMOVED 06/18/2016,1970/01/02 00:00:00+00,2016/06/18 00:00:00+00,No,20,,MacKay,,Pentagon City,Single,,West,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:16+00,2024/09/23 10:18:08+00,2024/10/13 02:10:31+00,38.85967765,-77.0598952,,SHA1518S,No,54362,1,Zone 13,B,2074929375
11895698.4583759,6998090.80416723,3633,3828,Permanently Removed,20H202S,,Arlington County,200,20th ST S,S CLARK PL,CRYSTAL DR,54797 - 20H202S,,,,,Yes,20,4,IPS,M5,Crystal City,Single,Yes,South,1.75,No,MON - SAT 8AM - 8PM,200,Arlington,,,220,ARLINGTON,20th ST S,,,0,2024/07/19 12:18:03+00,2024/07/19 12:45:26+00,2024/10/13 02:10:31+00,38.85611898,-77.05040902,,S20CLCRS,Yes,54797,1,Zone 14,A,2075468866
11879020.5206032,7009484.65637948,3634,2728,Permanently Removed,QU01302N,,Arlington County,1000,N QUINCY ST,14th ST N,13th ST N,54111 - QU01302N,Performance Parking No,INSTALLED 4/15/10,2010/04/15 00:00:00+00,2024/08/22 00:00:00+00,No,94,4,CALE,CWT-S4-Touch Stealth,Ballston,Multi,No,West,0.75,No,MON - FRI 8AM - 8PM,,,,76.75,,,,,2021/01/15 00:00:00+00,1,2019/05/09 11:43:33+00,2024/09/26 08:29:52+00,2024/10/13 02:10:31+00,38.88810844,-77.10836229,,NQU1413W,No,54111,4.6999998,,,2076024052
11880211.3650063,7007189.19574732,3635,2628,Permanently Removed,OAL809N,OAL807N,Arlington County,900,N OAKLAND ST,FAIRFAX DR,WILSON BLVD,,CONVERTED TO MULTISPACE 10/17/15,,1970/01/02 00:00:00+00,2015/10/17 00:00:00+00,No,20,,MacKay,,Virginia Square,Double,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:31+00,2024/09/23 10:18:08+00,2024/10/13 02:10:31+00,38.8817568,-77.10430172,,,No,54186,1,,,2076552298
11891934.5420192,7000532.47743347,3636,2194,Active,JO1303S,,Arlington County,1300,S JOYCE ST,ARMY NAVY DR,15th ST S,54377 - JO1303S,,INSTALLED IPS 11/8/16,2016/11/08 00:00:00+00,,No,20,0.5,IPS,M5,Pentagon City,Single,Yes,East,1.75,No,MON - SAT 8AM - 8PM,,,,98.94,,,,,2019/05/28 00:00:00+00,0,2019/05/09 11:43:20+00,2024/10/13 01:01:21+00,2024/10/13 02:10:31+00,38.86298483,-77.06349067,,SJOAR15E,Yes,54377,1,Zone 147,B,2078640828
11888261.7911626,7011328.02572423,3637,369,Permanently Removed,161540N,,Arlington County,1500,16th RD N,N PIERCE ST,N ODE ST,,,PERM REMOVED 08/13/2016,1970/01/02 00:00:00+00,2016/08/13 00:00:00+00,No,20,,MacKay,,Rosslyn,Single,,South,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:33+00,2024/09/23 10:18:08+00,2024/10/13 02:10:31+00,38.89278011,-77.07579948,,N16PIODS,No,54484,1,,,2079485346
11889008.5567295,7012567.49174923,3638,2521,Active,NA1732N,NA1734N,Arlington County,1700,N NASH ST,WILSON BLVD,KEY BLVD,54544 - NA1732N,CONVERTED TO IPS 11/9/17 MISLABLED!,,1970/01/02 00:00:00+00,,No,20,2,IPS,M5,Rosslyn,Double,Yes,North,1.75,No,MON - SAT 8AM - 8PM,,,,93,,,,,2023/10/31 00:00:00+00,531.45,2019/05/09 11:43:29+00,2024/10/13 01:01:21+00,2024/10/13 02:10:31+00,38.8961511,-77.07310842,,NNAWIKEN,Yes,54544,1,Zone 103,B,2079539876
11878026.1167521,7007544.38138865,3639,2977,Permanently Removed,SU1008N,SU1010N,Arlington County,1000,N STUART ST,FAIRFAX DR,11th ST N,,,CONVERTED TO CALE 3/3/18,1970/01/02 00:00:00+00,2018/03/03 00:00:00+00,No,20,,Duncan,,Ballston,Double,,West,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:39+00,2024/09/23 10:18:08+00,2024/10/13 02:10:31+00,38.8828229,-77.11195847,,NSTFA11W,No,54125,1,,,2080908221
11886499.9173898,7009775.90514082,3640,158,Permanently Removed,131907N,131905N,Arlington County,2000,13th ST N,N COURTHOUSE RD,N TROY ST,,CONVERTED TO MULTISPACE 10/24/15,,1970/01/02 00:00:00+00,2015/10/24 00:00:00+00,No,20,,MacKay,,Courthouse,Double,,North,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:27+00,2024/09/23 10:18:08+00,2024/10/13 02:10:31+00,38.8885938,-77.08207315,,N13TRTAN,No,54428,1,,,2080950746
11882040.1323461,7009131.11181098,3641,2168,Permanently Removed,IR1207N,,Arlington County,1200,N IRVING ST,WILSON BLVD,13th ST N,,Temp Rem 7/11/14,,1970/01/02 00:00:00+00,2021/10/19 00:00:00+00,No,20,,MacKay,,Clarendon,Single,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:20+00,2024/09/23 10:18:09+00,2024/10/13 02:10:31+00,38.88701166,-77.09777406,,,No,28601,1,,,2081288782
11879011.8555943,7009627.87262848,3642,2729,Permanently Removed,QU01400N,,Arlington County,1000,N QUINCY ST,14th ST N,15th ST N,54111 - QU01400N,Performance Parking No,INSTALLED 4/15/10,2010/04/15 00:00:00+00,2024/08/22 00:00:00+00,No,215,4,CALE,CWT-S4-Touch Stealth,Ballston,Multi,No,West,0.75,No,MON - FRI 8AM - 8PM,,,,96.36,,,,,2021/01/22 00:00:00+00,1,2019/05/09 11:43:33+00,2024/08/22 06:27:12+00,2024/10/13 02:10:31+00,38.88850199,-77.1083851,,NQU1413W,No,54111,10.7,,,2082083099
11888731.8000651,7011413.61610423,3643,3432,Active,1601503N,,Arlington County,1500,16th RD N,N ODE ST,N OAK ST,54713 - 1601503N,,INSTALLED 8/05/17,2017/08/05 00:00:00+00,,No,116,4,CALE,CWT,Rosslyn,Multi,No,North,1.75,No,MON - SAT 8AM - 8PM,,,,37.91,,,,,,3.25,2019/05/09 11:43:50+00,2024/10/13 01:01:21+00,2024/10/13 02:10:31+00,38.89299506,-77.07414368,,N16ODOAN,Yes,54713,5.8000002,Zone 106,B,2082167003
11888866.3132475,7012632.63302314,3644,2225,Permanently Removed,KB1408N,KB1406N,Arlington County,1400,KEY BLVD,N NASH ST,N OAK ST,,,PERM REMOVED 08/09/2016,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,MacKay,,Rosslyn,Double,,South,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:22+00,2024/09/23 10:14:17+00,2024/10/13 02:10:31+00,38.89633601,-77.07360459,,,No,54519,1,,,2082301202
11880175.9044473,7007973.84115964,3645,78,Permanently Removed,103613N,,Arlington County,3600,10th ST N,N MONROE ST,N NELSON ST,,Multi 11/12/15,,1970/01/02 00:00:00+00,2015/11/12 00:00:00+00,No,20,,Duncan,,Virginia Square,Single,,North,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:25+00,2024/09/23 10:18:09+00,2024/10/13 02:10:31+00,38.88391246,-77.10438438,,N10MONEN,No,54227,1,,,2082325012
11879317.8976331,7006175.17284098,3646,3736,Active,QUH601N,,Arlington County,600,N QUINCY ST,WILSON BLVD,5th RD N,54768 - QUH601N,RELOCATED 5/11/21,INSTALLED 4/3/21,2021/04/03 00:00:00+00,,Yes,20,4,IPS,M5,Virginia Square,Single,Yes,East,1.75,No,MON - SAT 8AM - 8PM,650,,,99.74,601 699,,N QUINCY ST,,2021/04/03 00:00:00+00,0,2021/04/05 17:57:21+00,2024/10/13 01:01:21+00,2024/10/13 02:10:31+00,38.87901014,-77.10749403,,NQUWI5TE,Yes,54768,1,Zone 139,B,2082616449
11886445.4188111,7010159.80004232,3647,245,Permanently Removed,141912N,,Arlington County,1900,14th ST N,N TAFT ST,N TROY ST,,CONVERTED TO MULTISPACE 10/27/15,,1970/01/02 00:00:00+00,2015/10/24 00:00:00+00,No,20,,MacKay,,Courthouse,Single,,South,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:30+00,2024/09/23 10:18:09+00,2024/10/13 02:10:31+00,38.88965005,-77.08224377,,N14TATRS,No,54435,1,,,2082877050
11879278.5469901,7007060.79869439,3648,2844,Permanently Removed,QU901N,QU903N,Arlington County,900,N QUINCY ST,FAIRFAX DR,9th ST N,,SOUTH TO EAST,,1970/01/02 00:00:00+00,2015/11/16 00:00:00+00,No,20,,POM,,Virginia Square,Double,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:36+00,2024/09/23 10:18:09+00,2024/10/13 02:10:31+00,38.88144319,-77.10758506,,NQUFA9TE,No,54177,1,,,2083284687
11880340.6505089,7008091.29827382,3649,2468,Permanently Removed,MR1002N,MR1000N,Arlington County,1000,N MONROE ST,WASHINGTON BLVD,10th ST N,,FAIRFAX TO WASH.,,1970/01/02 00:00:00+00,2021/10/19 00:00:00+00,No,20,,Duncan,,Virginia Square,Double,,West,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:27+00,2024/09/23 10:18:09+00,2024/10/13 02:10:31+00,38.88422805,-77.10379942,,,No,23402,1,,,2083527568
11895803.9325744,6993328.3930884,3650,2656,Active,PTM3501S,PTM3503S,Arlington County,3500,POTOMAC AVE,S GLEBE RD,35th ST S,54026 - PTM3501S,,INSTALLED IPS 2/23/18,2018/02/23 00:00:00+00,,No,20,4,IPS,M5,Crystal City,Double,Yes,West,1.75,No,MON - SAT 8AM - 8PM,,,,67,,,,,2018/02/23 00:00:00+00,0,2019/05/09 11:43:32+00,2024/10/13 01:01:21+00,2024/10/13 02:10:31+00,38.84303961,-77.05030276,,SPOGL35W,Yes,54026,1,Zone 160,B,2083595675
11879175.57049,7007603.18146789,3651,2724,Active,QU0904N,,Arlington County,900,N QUINCY ST,11th ST N,FAIRFAX DR,54110 - QU0904N,"FORMERLY QU01000N 8/11/2020, TIME RESTRICTION CHANGE 1/16/2020, RELOCATED 10/7/19",INSTALLED ON 07/09/2016,2016/07/09 00:00:00+00,,No,77,2,CALE,CWT,Ballston,Multi,No,West,1.75,No,"MON – FRI 9:30AM –  3:30PM & 6PM – 8PM, SAT 8AM – ",,,,92.8,4001,,FAIRFAX DR,,2020/08/11 00:00:00+00,3.25,2019/05/09 11:43:33+00,2024/10/13 01:01:21+00,2024/10/13 02:10:31+00,38.88293655,-77.10791787,,NQU11FAW,Yes,54110,3.8,Zone 134,B,2083749495
11888455.8636091,7011655.20321947,3652,1136,Permanently Removed,CB1508N,,Arlington County,1500,CLARENDON BLVD,N ODE ST,17th ST N,,,CALE CONVERSION PERM REMOVED DATE UNKNOWN 01/04/2017,1970/01/02 00:00:00+00,2017/01/04 00:00:00+00,No,20,,MacKay,,Rosslyn,Single,,South,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:54+00,2024/09/23 10:18:09+00,2024/10/13 02:10:31+00,38.89367007,-77.07509987,,,No,36902,1,,,2086834941
11894155.3430238,6998738.35569364,3653,1805,Permanently Removed,FE1539S,FE1541S,Arlington County,1500,S FERN ST,15th ST S,18th ST S,,MULTISPACE 10/10/15,,1970/01/02 00:00:00+00,2015/10/10 00:00:00+00,No,20,,MacKay,,Crystal City,Double,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:10+00,2024/09/23 10:18:09+00,2024/10/13 02:10:31+00,38.85796355,-77.05579141,,,No,54340,1,,,2087585181
11885480.5700191,6992462.10610706,3654,2863,Active,QUH2717S,,Arlington County,2700,S QUINCY ST,CAMPBELL AVE,S ARLINGTON MILL DR,54016 - QUH2717S,,,1970/01/02 00:00:00+00,,Yes,20,4,IPS,M5,Shirlington,Single,Yes,East,1.75,No,MON - SAT 8AM - 8PM,,,,74.52,,,,,2020/01/31 00:00:00+00,0,2019/05/09 11:43:37+00,2024/10/13 01:01:21+00,2024/10/13 02:10:31+00,38.84110327,-77.08659037,,,No,54016,1,,,2088623430
11885200.2424957,7010499.93190798,3655,3174,Active,WAY01500N,,Arlington County,1500,N WAYNE ST,CLARENDON BLVD,WILSON BLVD,54401 - WAY01500N,Angled Parking (63 feet),INSTALLED 1/28/10,2016/01/28 00:00:00+00,,No,,2,CALE,CWT-S4-Touch Stealth,Courthouse,Multi,No,West,1.75,No,MON - SAT 8AM - 8PM,,,,96.42,,,,,2021/09/07 00:00:00+00,201.75,2019/05/09 11:43:44+00,2024/10/13 01:01:21+00,2024/10/13 02:10:31+00,38.89063657,-77.08659947,,NWACLWIW,Yes,54401,6,Zone 116,A,2088718056
11879687.660017,7006966.89763547,3656,671,Permanently Removed,93818N,93820N,Arlington County,3800,9th ST N,N POLLARD ST,N OAKLAND ST,,MULTISPACE CONVERSION 8/31/15,,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,Duncan,,Virginia Square,Double,,South,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:42+00,2024/09/23 10:19:14+00,2024/10/13 02:10:31+00,38.88116835,-77.10615308,,,No,54211,1,,,2089283413
11885400.0350751,7011057.92423031,3657,2827,Active,VE01601N,,Arlington County,1600,N VEITCH ST,WILSON BLVD,KEY BLVD,54406 - VE01601N,FORMERLY VE01503N 6/10/2020,INSTALLED 5/21/09,2009/05/21 00:00:00+00,,No,129,4,CALE,CWT-S4-Touch Stealth,Courthouse,Multi,No,East,1.75,No,MON - SAT 8AM - 8PM,,,,96.89,,,,,2020/06/10 00:00:00+00,5.5,2019/05/09 11:43:36+00,2024/10/13 01:01:21+00,2024/10/13 02:10:31+00,38.89216004,-77.08586743,,NVEWIKEE,Yes,54406,6.4499998,Zone 115,B,2090621241
